Entity,Code,Year,above 10$ a day,5.50 - 10$ a day,3.20 - 5.50$ a day,1.9 - 3.20$ a day,below 1.90$ a day
Kazakhstan,KAZ,2013,9065280,6982992,940608,47712,3408
Kazakhstan,KAZ,2014,8843835,7289464,1103102,51870,1729
Kazakhstan,KAZ,2015,8226260,7901770,1345318,63144.00000000001,3508
Kazakhstan,KAZ,2016,7212066,8414670,2031618,128088.00000000001,3558
Kazakhstan,KAZ,2017,8280360,8211807,1470260,73964,3608
Kenya,KEN,1992,2256385,3726526,5451265,5675904,7849920
Kenya,KEN,1994,1080584,3109005,6273766,7726050,8360595
Kenya,KEN,1997,1635675,3253981,6840885,7969935,9249525
Kenya,KEN,2005,1344666,2912838,6831476,9225195,15735825
Kenya,KEN,2015,1623410,4923534,9808304,14256933,17847818
Kosovo,OWID_KOS,2003,186490,583100,670650,230180,29580
Kosovo,OWID_KOS,2005,226917,561906,625689,244701,50787
Kosovo,OWID_KOS,2006,206400,566912,662888,228244,55556
Kosovo,OWID_KOS,2009,301840,671792,552112,187264,46992
Kosovo,OWID_KOS,2010,350838,622822,566574,201140,38626
Kosovo,OWID_KOS,2011,306806,748041,563492,146422,25239
Kosovo,OWID_KOS,2012,458473,852510,402001,87966,9050
Kosovo,OWID_KOS,2013,460278,938756,364364,51324,5278
Kosovo,OWID_KOS,2014,483028,876512,382746,64610,13104
Kosovo,OWID_KOS,2015,529740,885420,332460,46080,6300
Kosovo,OWID_KOS,2016,553462,889070,320138,45682,11648
Kosovo,OWID_KOS,2017,532713,901275,347517,44286,4209
Kyrgyzstan,KGZ,1998,321498,722178,1195362,1071819,1459143
Kyrgyzstan,KGZ,2000,26460,259210,813400,1740480,2060450
Kyrgyzstan,KGZ,2001,32175.000000000004,251460.00000000003,1061775,1801800,1802790
Kyrgyzstan,KGZ,2002,35928,297404,1077341,1876240,1703087
Kyrgyzstan,KGZ,2003,42840,307944,1206576,2067912.0000000002,1414728
Kyrgyzstan,KGZ,2004,389640,750720,1578450,1688100,693090
Kyrgyzstan,KGZ,2005,168216,715176,1607856,1876692,792060
Kyrgyzstan,KGZ,2006,435348,1117602,1631250,1520586,515213.99999999994
Kyrgyzstan,KGZ,2007,372062,1149914,1849770,1374943,523310.99999999994
Kyrgyzstan,KGZ,2008,416024,1508220,2066819.9999999998,1115604,213332
Kyrgyzstan,KGZ,2009,444926,1539218,2264980,1016281.9999999999,114594
Kyrgyzstan,KGZ,2010,386950,1460600,2335870,1044765,221815
Kyrgyzstan,KGZ,2011,352640,1503679,2474541,1079409,99731
Kyrgyzstan,KGZ,2012,313599,1408671,2675409,1048508.9999999999,163812
Kyrgyzstan,KGZ,2013,334048,1408264,2473900,1316172,187616
Kyrgyzstan,KGZ,2014,332880,1613592,2741880,1076312,75336
Kyrgyzstan,KGZ,2015,348660,1439340,2779148,1241468,151384
Kyrgyzstan,KGZ,2016,393984,1602688,2920832,1079200,83296
Kyrgyzstan,KGZ,2017,376960,1703140,2902220,1126540,91140
Laos,LAO,1992,93600,346050,983700,1625850,1450800
Laos,LAO,1997,51106,206954,628452,1520530,2652958
Laos,LAO,2002,84150,341550,1108250,2108150,1857900
Laos,LAO,2007,167790,502179.99999999994,1387540,2286585,1605905
Laos,LAO,2012,240108,720324,1691670,2307348,1460550
Latin America and the Caribbean,,1981,116070000,80020004,72019997,50059998,49540001
Latin America and the Caribbean,,1984,110440000,80569992,76380005,59879997,64790001.00000001
Latin America and the Caribbean,,1987,129210010.00000001,91489990,81919998,57490002,56340000
Latin America and the Caribbean,,1990,124240010,99369980,89240005,62510002,65459998.99999999
Latin America and the Caribbean,,1993,128849989.99999999,108020000,97320007,66120003,65019997
Latin America and the Caribbean,,1996,141810000,112149990,100290010,68099991,67080001.99999999
Latin America and the Caribbean,,1999,150499980,121130000,102740010,68919998,69410004
Latin America and the Caribbean,,2002,164029980,129890009.99999999,108020000,69669998,63090000
Latin America and the Caribbean,,2005,189960010,138640000,108620000,63749996,54990002
Latin America and the Caribbean,,2008,236349990,149150010,101420000,50749996,39810001
Latin America and the Caribbean,,2010,256220000.00000003,152080000,100210010,47020000,36259998
Latin America and the Caribbean,,2011,268530030,153299990,98519997,44430000,34110001
Latin America and the Caribbean,,2012,284289980,153470020,95909996,43620003,28639999
Latin America and the Caribbean,,2013,292720000,153500000,96660004,42059998,27969999
Latin America and the Caribbean,,2015,301649990,160290010,98350006,41959999,24320000
Latvia,LVA,1993,591616,1188864,706560,72960,0
Latvia,LVA,1995,830415,1108299,410103,141183,0
Latvia,LVA,1996,754236,1126188,403686,137268,38622
Latvia,LVA,1997,754515,945270,532656,147015,50544
Latvia,LVA,1998,756017,1010513,472119,132068,39283
Latvia,LVA,2002,1170246,786786,272580,65373,15015
Latvia,LVA,2003,1320414,711045,192360,53357,12824
Latvia,LVA,2004,1365040,625116,219220,44748,5876
Latvia,LVA,2005,1260000,666624,201600,62720,49056
Latvia,LVA,2006,1565100,483072,111222,27528,33078
Latvia,LVA,2007,1722600,370700,89320,16940,440
Latvia,LVA,2008,1686448,397632,79352,15914.000000000002,654
Latvia,LVA,2009,1458196,515312,136746,23540,6206
Latvia,LVA,2010,1506750,393960,120540,42210,36540
Latvia,LVA,2011,1493500,386250,118450,41200,20600
Latvia,LVA,2012,1502403,375550,96222,35728,20097
Latvia,LVA,2013,1603377,286224,70350,25326,24723
Latvia,LVA,2014,1651700,229646,73829,20099,14726
Latvia,LVA,2015,1722798,178596,48906,15048,14652
Lesotho,LSO,1986,89352,145809,240822,298197,755820
Lesotho,LSO,1994,185283,198950,233377,244622,867768
Lesotho,LSO,2002,39552,114624,232512,356160,1177152
Lesotho,LSO,2010,67728,138108,241944,375360,1216860
Liberia,LBR,2007,14391,81783,241839,762723,2409264
Liberia,LBR,2014,45217,261205.00000000003,842002,1546597,1694979
Liberia,LBR,2016,53476,304260,907248,1459065,1885951
Lithuania,LTU,1993,228160,829472,1491136,875104,256128.00000000003
Lithuania,LTU,1996,1349280,1456200,616320,178200,0
Lithuania,LTU,1998,1499875,1379530,554155,105080,11360
Lithuania,LTU,1999,1456224,1403776,514271.99999999994,133408,12320
Lithuania,LTU,2000,1324750,1395800,608650,160300,10500
Lithuania,LTU,2001,1296739,1369609,632581,150598,20473
Lithuania,LTU,2002,1280368,1382536,617136,142416,17544
Lithuania,LTU,2003,1900152,1090638,365598,57114,6498
Lithuania,LTU,2004,1982708,1006564,319072,67938,3718
Lithuania,LTU,2005,2091932,821700,257964.00000000003,91632,56772
Lithuania,LTU,2006,2493375,540531,146169,41529,48396
Lithuania,LTU,2007,2681869,398582,85272,23902,40375
Lithuania,LTU,2008,2287360,722560,152000,33280,4800
Lithuania,LTU,2009,2346300,529616,151048,61936,71100
Lithuania,LTU,2010,2248740,590550,162440,51770,46500
Lithuania,LTU,2011,2365824,498435,115746,27876,22119
Lithuania,LTU,2012,2354625,467636,108238,30199,29302
Lithuania,LTU,2013,2391088,421208,89392,36408,21904
Lithuania,LTU,2014,2410218,373282,66511,45122,34867
Lithuania,LTU,2015,2458330,318420,79750,21750,21750
Luxembourg,LUX,2003,447075,765,1215,945,0
Luxembourg,LUX,2004,458942,1058,0,0,0
Luxembourg,LUX,2005,468872,0,1128,0,0
Luxembourg,LUX,2006,469201,799,0,0,0
Luxembourg,LUX,2007,479040,960,0,0,0
Luxembourg,LUX,2008,488775,1225,0,0,0
Luxembourg,LUX,2009,497550,1350,1100,0,0
Luxembourg,LUX,2010,508725,0,1275,0,0
Luxembourg,LUX,2011,518804.00000000006,0,1196,0,0
Luxembourg,LUX,2012,527774,1166,0,1060,0
Luxembourg,LUX,2013,537408,1890,0,0,702
Luxembourg,LUX,2014,557312,1344,0,0,1344
Luxembourg,LUX,2015,564585,2622,0,1653,1140
Macedonia,MKD,1998,428532,949122,457677,156378,18291
Macedonia,MKD,2000,332311,750897,544243,296786,105763
Macedonia,MKD,2002,887650,664815,357110,110700,29725
Macedonia,MKD,2003,861410,671580,357110,136325,23575
Macedonia,MKD,2004,1143918,574946,258529.99999999997,66744,15862.000000000002
Macedonia,MKD,2005,939154,627064,347934,117420,28428
Macedonia,MKD,2006,901662,666822,307352,129368.00000000001,54796
Macedonia,MKD,2008,1113453,604233,263097,76383,12834
Macedonia,MKD,2009,694692,648738,355833,171603,199134
Macedonia,MKD,2010,777078,622863,302634,152766,214659
Macedonia,MKD,2011,802953,619965,331200,133929,181953
Macedonia,MKD,2012,817236,648324,321885,141588,140967
Macedonia,MKD,2013,823264,669968,349648,129168,107952
Macedonia,MKD,2014,913120,660608,308880,106288,91104
Macedonia,MKD,2015,961168,637728,278720,93392,108992
Madagascar,MDG,1993,119192,315732,1002988,2333120,8908968
Madagascar,MDG,1997,88970,360186,1376164,2934575,9590105
Madagascar,MDG,1999,77928,427840,1566200,3402856,9805176
Madagascar,MDG,2001,248777,668287,1546326,2629242,11167368
Madagascar,MDG,2005,152222,379639,1445192,3159982,13202966
Madagascar,MDG,2010,148051,370125,1313414,2722006,16596405
Madagascar,MDG,2012,120691,478289,1412521,2988194,17350306
Malawi,MWI,1997,235400,444050,951230,2298360,6770960
Malawi,MWI,2004,130604,242188,817860,2180961,9308388
Malawi,MWI,2010,201761,382284,1075553,2630478,10879924
Malawi,MWI,2016,150146,441397,1327807,3444336,12726315
Malaysia,MYS,1984,5984860,4312441,2936227,1519000,437472
Malaysia,MYS,1987,6342561,4760640,3330795,1745568,350436
Malaysia,MYS,1989,6644152,5205872,3639550,1764524,285902
Malaysia,MYS,1992,8052636,5206839,3511147,1999852,239526
Malaysia,MYS,1995,8956451,5520649,3663350,2000800,358750
Malaysia,MYS,1997,11535636,5323476,3142749,1481859,86280
Malaysia,MYS,2004,16660022.999999998,5476993,2383599,556257,93129
Malaysia,MYS,2007,16617118.999999998,6204790,2913322,756292,138476
Malaysia,MYS,2008,16011166,6576886,3375195,997648,149105
Malaysia,MYS,2011,20131056,6043039,2110768,323632,31503.999999999996
Malaysia,MYS,2013,23869015,4658528,1066589,106956,8913
Malaysia,MYS,2015,26013697,3883008,752640,67584,3072
Maldives,MDV,2002,19546,52258,104574,84651,28971
Maldives,MDV,2009,51588,113040,107460,61776,26136
Mali,MLI,1994,54230,162690,397374,779790,7955915
Mali,MLI,2001,108384,460631,1635922,2486058,6599005
Mali,MLI,2006,207711,820260,1938195,3488751,6775083
Mali,MLI,2009,70876,699712,2349464,4472728,7487220
Malta,MLT,2006,397905,9184,902,0,2009
Malta,MLT,2007,398848,7134,1968.0000000000002,0,2050
Malta,MLT,2008,404875,3075,1066,0,984.0000000000001
Malta,MLT,2009,400939,5986,1107,0,1968.0000000000002
Malta,MLT,2010,403891,4141,1066,0,902
Malta,MLT,2011,414960,3024,1008,0,1008
Malta,MLT,2012,413868,4158,924,0,1050
Malta,MLT,2013,425743,3354,903,0,0
Malta,MLT,2014,426001,3999,0,0,0
Malta,MLT,2015,446715,2250,0,1035,0
Mauritania,MRT,1987,64889,182886,393448,480403,748374
Mauritania,MRT,1993,63140,189640,415360,627220,904640
Mauritania,MRT,1995,123840,384000,699600,697680,494880
Mauritania,MRT,2000,204334,485090,788068,701619,530889
Mauritania,MRT,2004,237120,526224,985872,854240,436544
Mauritania,MRT,2008,321563,883531,1033571,804078,367257
Mauritania,MRT,2014,406812,1266314,1409226,735266,242382
Mauritius,MUS,2006,479454,500610,207501,37269,5166
Mauritius,MUS,2012,534996,496566,188622,33138,6678
Mexico,MEX,1984,23408442,19043514,16307858,10851696,6168492
Mexico,MEX,1989,27872101,22272572,17493298,10144441,5917590
Mexico,MEX,1992,26435808,23557716,20422016,11574549,6839910
Mexico,MEX,1994,27501833,24685154,21277439,12799709,6085865
Mexico,MEX,1996,19511190,24362675,24582762,16487386.999999998,10745987
Mexico,MEX,1998,23084351,25683319,24121962,14823000,11107368
Mexico,MEX,2000,27850935,28044205,22998892,13772888,9053080
Mexico,MEX,2002,29377342,29763470,24587217,13775519,6856452
Mexico,MEX,2004,32132103,32891796,24663502,11727200,5585400
Mexico,MEX,2005,32291519,31694935,24590149,13179106,6714293
Mexico,MEX,2006,39225071,33764599,23019819,10326442,3754069
Mexico,MEX,2008,34779957,36291641,26926054,10979555,4682792
Mexico,MEX,2010,36838478,37002731,27007063,11532556,4939172
Mexico,MEX,2012,38254784,38605183,28153389,11756759,4059888
Mexico,MEX,2014,33738152,40210014,32595329,12633174,5043332
Mexico,MEX,2016,39958282,43223305,30048426,11146996,3162992
Micronesia (country),FSM,2005,21582,31680,29634,18216,8888
Micronesia (country),FSM,2013,9220,21720,30350,23320,15390
Middle East and North Africa,,1984,28339993,43580009,57989998,44400002,17100000
Middle East and North Africa,,1987,30780001,49169998,65120003,47659996,16940001
Middle East and North Africa,,1990,33720001,60210007,74119995,47459999,14210000
Middle East and North Africa,,1993,38259995,58990005,76380005,55699997,17139999
Middle East and North Africa,,1996,39609993,63200012,83899994,59529999,16190000.999999998
Middle East and North Africa,,1999,50150002,76589996,91459999,49370003,10530000
Middle East and North Africa,,2002,59270004,79849991,95160004,49260002,9850000
Middle East and North Africa,,2005,75139999,80790009,94799988,48940002,9440000
Middle East and North Africa,,2008,83700005,90319992,97490005,45959999,8820000
Middle East and North Africa,,2010,93379997,97480011,97539993,42360001,7860000
Middle East and North Africa,,2011,97589996,98930008,97219994,42080002,9240000
Middle East and North Africa,,2012,98870010,101920000,99399994,42060001,9410000
Middle East and North Africa,,2013,100300010,106229980,100480010,41940002,9400000
Middle East and North Africa,,2015,103120000,111910000,98569992,42400002,15650000
Moldova,MDA,1997,223015,702625,1143910,1008494.9999999999,571955
Moldova,MDA,1998,141985,474500,949365,1090985,993165
Moldova,MDA,1999,152935,281415,677805,1133690,1404155
Moldova,MDA,2000,73528,280280,797888,1190644,1297660
Moldova,MDA,2001,136125,402204,930006,1173579,988086
Moldova,MDA,2002,219010,654496,1153332,1003101.9999999999,590060
Moldova,MDA,2003,314431,829578,1312596,881923,271472
Moldova,MDA,2004,293400,827640,1308240,860040,310680
Moldova,MDA,2005,234000,690120,1225440,951120,499320
Moldova,MDA,2006,849394,1290605,996225,367257,86519
Moldova,MDA,2007,1064692,1388682,848102,238786,39738
Moldova,MDA,2008,1014950.9999999999,1384446,844305,280245,46053
Moldova,MDA,2009,1060290,1385874,833952,253112.99999999997,36771
Moldova,MDA,2010,1071560,1459244,814172,196156,18868
Moldova,MDA,2011,1096124,1553584,755788,144536,9968
Moldova,MDA,2012,1053404,1631548,754008,108936,12104
Moldova,MDA,2013,1240660,1620512,619084,76896,2848
Moldova,MDA,2014,1184768,1723752,610896,40584,0
Moldova,MDA,2015,1246760,1732755,521850.00000000006,47570,1065
Moldova,MDA,2016,1113990,1854875,536405,39050,5680
Moldova,MDA,2017,1177180,1793105,539955,37630,2130
Mongolia,MNG,1995,152260,510600.00000000006,788900,556370,291870
Mongolia,MNG,1998,18408,214052,699740,832136,595664
Mongolia,MNG,2002,165676,618052,836676,582184,237412
Mongolia,MNG,2007,633567,915503,760859,286670,33401
Mongolia,MNG,2010,637663,1031697.0000000001,767472,251759,21409
Mongolia,MNG,2011,763968,1086888,715944,177468,15732
Mongolia,MNG,2012,1032394,1089718,562562,114648,10678
Mongolia,MNG,2014,1181140,1187564,457564,86724,7008
Mongolia,MNG,2016,823857,1237755,760530,190587,17271
Montenegro,MNE,2005,325008,224175,51179,8235,1403
Montenegro,MNE,2006,354454,208816,49228,6634,868
Montenegro,MNE,2007,427552,156798,32178,1240,2232
Montenegro,MNE,2008,464628,134726,17794,1674,1178
Montenegro,MNE,2009,462706,124868,28582,3844,0
Montenegro,MNE,2010,420236,171740,23250,4774,0
Montenegro,MNE,2011,419492,159774,34348,5084,1302
Montenegro,MNE,2012,363568,202244,40920,5456,7812
Montenegro,MNE,2013,370698,187426,46190,9238,6448
Montenegro,MNE,2014,386818,203732,24738,4712,0
Morocco,MAR,1984,1794057,5232295,7773508,4800312,2439828
Morocco,MAR,1990,5140208,7628208,7299792,4097736.0000000005,714056
Morocco,MAR,1998,3914202,7543787,8763979,5838896,2119136
Morocco,MAR,2000,4458704,7312508,9308421,6270782,1829586
Morocco,MAR,2006,6211648,10006091,9703161,4334724,974376
Morocco,MAR,2013,10848551,12729289,8099520,2292576,350064
Mozambique,MOZ,1996,196625,320126,818999,1451125,13463125
Mozambique,MOZ,2002,197142,382799,847902,2210671,15501486
Mozambique,MOZ,2008,329280,555071,1771057,4619328,16245263.999999998
Mozambique,MOZ,2014,859836,1371384,2802631,5194387,16981762
Namibia,NAM,1993,213969,156170,192395,227654,819812
Namibia,NAM,2003,287832,250446,344112,495264,632346
Namibia,NAM,2009,364343,345464,440076,529697,490420
Namibia,NAM,2015,716121,497664,496206,394146,325863
Nepal,NPL,1984,8175,222361,837120,3057450,12224895
Nepal,NPL,1995,181771,569399,2179050,5413680,13556100
Nepal,NPL,2003,810874,1748997,3547890,7335300,11506940
Nepal,NPL,2010,913276,3672018,8695036,9689371,4050297.9999999995
Netherlands,NLD,2004,15996728,162800,43956,37444,39072
Netherlands,NLD,2005,16119264.999999998,122400,37536,40800,0
Netherlands,NLD,2006,16193041,119355,37605,0,0
Netherlands,NLD,2007,16217838,124488,37674,0,0
Netherlands,NLD,2008,16295369.999999998,78960,34545,41125,0
Netherlands,NLD,2009,16407679.000000002,82650,0,0,39672
Netherlands,NLD,2010,16540223.999999998,39888,39888,0,0
Netherlands,NLD,2011,16566493.999999998,83450,0,40056,0
Netherlands,NLD,2012,16666250.000000002,41875,41875,0,0
Netherlands,NLD,2013,16677361.000000002,82320,0,40320,0
Netherlands,NLD,2014,16753597,37114,42175,37114,0
Netherlands,NLD,2015,16812950,44044,49126,33880,0
Nicaragua,NIC,1993,549763,864736,1087122,951121,977258
Nicaragua,NIC,1998,547388,965234,1457104,1137145,763129
Nicaragua,NIC,2001,447270,1034280.0000000001,1459110,1265820,893520
Nicaragua,NIC,2005,483662,1109356,1568808,1381584,836590
Nicaragua,NIC,2009,1220184,1626156,1554147,856170,413343
Nicaragua,NIC,2014,1960462,1956856,1322801,575157,194724
Niger,NER,1992,38896,109615,393380,1386112,6911996
Niger,NER,1994,33855,118950,418156,1132770,7446270
Niger,NER,2005,129390,271038,863508,2150598,10205466
Niger,NER,2007,130563.00000000001,349146,912475,2712483,10565334
Niger,NER,2011,155245,568098,2118853,5629800,8588004
Niger,NER,2014,201075,1053249,3161666,6210344,8523665
Nigeria,NGA,1985,367881,5083489,12499695,21086445,44572491
Nigeria,NGA,1992,1102423,6424095,15393799,20114151,57185532
Nigeria,NGA,1996,2402844,5569717,11980988,20462898,70313553
Nigeria,NGA,2003,1408051,6552879,19198303,35851273,72379494
Nigeria,NGA,2009,2854445,9641663,23009956,38281212,84792725
Norway,NOR,2003,4526712,22800,0,0,10488
Norway,NOR,2004,4544100,23409,11475,0,11016
Norway,NOR,2005,4574262,23100,12936,0,9702
Norway,NOR,2006,4602216,34950,11650,0,11184
Norway,NOR,2007,4674675,12717,10833,0,11775
Norway,NOR,2008,4735656,11448,11448,0,11448
Norway,NOR,2009,4805850,12075,0,12075,0
Norway,NOR,2010,4853814,23961,0,12225,0
Norway,NOR,2011,4925250,12870,0,11880,0
Norway,NOR,2012,4995904,11546,0,12550,0
Norway,NOR,2013,5041900,25400,0,12700,0
Norway,NOR,2014,5101450,26728,0,11822,0
Norway,NOR,2015,5151594,25950,0,0,12456
Other High Income,,1990,850750000,37270000,8810000,2500000,4330000
Other High Income,,1993,876190000,34480000,7010000,2460000,4870000
Other High Income,,1996,905299990,28929998,6370000,2240000,4900000
Other High Income,,1999,930510010,24209999,5540000,2480000,5000000
Other High Income,,2002,949669980,25419998,6230000,2450000,5070000
Other High Income,,2005,976469970,21790001,5150000,2220000,5250000
Other High Income,,2008,1003520000,20570000,5060000,2330000,5080000
Other High Income,,2010,1016430000,21310001,6030000,2380000,5820000
Other High Income,,2011,1020710000,21489998,6500000,2300000,6170000
Other High Income,,2012,1026010000,21910002,7230001,2320000,6120000
Other High Income,,2013,1032200000,21930002,7190000,2500000,6440000
Other High Income,,2015,1045210000,22389999,6210000,2610000,7360000
Pakistan,PAK,1987,757369,2488510,8675354,25298191,61140575
Pakistan,PAK,1990,796829,2573555,10412659,30505741,63391216
Pakistan,PAK,1996,2229139,9105461,34746849,59808903,20049648
Pakistan,PAK,1998,3279800,9746826,31938370,56285606,30999399
Pakistan,PAK,2001,2140814,7840042,30000404,63226513,41442226
Pakistan,PAK,2004,4086137,14851837,40831215,63810097,27200712
Pakistan,PAK,2005,4728413,14436569,44582138,67454453,25888432
Pakistan,PAK,2007,5252839,17525848,50188393,69105164,21567753
Pakistan,PAK,2010,5560259,20109024,63380089,67388260,14122368
Pakistan,PAK,2011,6564877,22879227,65986824,68370811,14108263
Pakistan,PAK,2013,7366330,30634308,73886009,62400467,11262885
Pakistan,PAK,2015,11669284,35838593,78632401,59447643,7612080
Palestine,PSE,2004,1140156,1243188,679104,141912,35640
Palestine,PSE,2005,1225412,1273552,632792,157700,30544
Palestine,PSE,2006,1246696,1368092,648241,136400,10571
Palestine,PSE,2007,1120639,1289555,807935,220568,51303
Palestine,PSE,2009,1448550,1478150,657860,104340,11100
Palestine,PSE,2010,1498092,1479042,691134,135255,6477
Palestine,PSE,2011,1536237,1579860,682248,123795,7860.000000000001
Palestine,PSE,2016,1916928,1660464,870012,187668,44928
Panama,PAN,1989,691636,512072,384296,253132.00000000003,578864
Panama,PAN,1991,780444,522900.00000000006,426132,239400,551124
Panama,PAN,1995,1058188,601430,403602,230708,446072
Panama,PAN,1997,1113780,619590,451725,237120,427785
Panama,PAN,1998,1090086,687633,435336,255789,441156
Panama,PAN,1999,1186812,683100,469260,233145,397683
Panama,PAN,2000,1269873,685386,462984,236946,374811
Panama,PAN,2001,1174509,663732,481113,290151,480495
Panama,PAN,2002,1275120,688905,504314.99999999994,328230,353430
Panama,PAN,2003,1327014,723855,495303,305271,358557
Panama,PAN,2004,1397271,726921,501945,312939,330924
Panama,PAN,2005,1418913,753246,535797,290376,331668
Panama,PAN,2006,1443801,794955,508499.99999999994,286455,356289
Panama,PAN,2007,1595625,797640,486105,302565,268065
Panama,PAN,2008,1906080,792704,405504,232320,183392
Panama,PAN,2009,1943582,811586,486164,225182,113486
Panama,PAN,2010,2059511.9999999998,787696,401856,227500,163436
Panama,PAN,2011,2272375,752759,364693,207389,112784
Panama,PAN,2012,2314026,744952,335153,220545,155324
Panama,PAN,2013,2407680,731904,390144,203136,107136
Panama,PAN,2014,2529150,713310,331890,188760,136890
Panama,PAN,2015,2683720,674503,344596,188575,78606
Panama,PAN,2016,2797626,646009,302250,195455,88660
Panama,PAN,2017,2865490,657230,318980,154980,103320
Papua New Guinea,PNG,1996,215358,523084,726394,883018,2672146
Papua New Guinea,PNG,2009,233208,701757,1511586,1959516,2703933
Paraguay,PRY,1990,2134891,1306363,572560,146087,50099
Paraguay,PRY,1995,1774528,1068620,815388,511224,590240
Paraguay,PRY,1997,2195184,1026378,758454,474594,525390
Paraguay,PRY,1999,1997320,1268800,887640,515320,530920
Paraguay,PRY,2001,2070948,1380091,970554,504753,483654
Paraguay,PRY,2002,1556575,1341134,1126244,756523,729524
Paraguay,PRY,2003,1891131,1447380,1170807,635052,465630
Paraguay,PRY,2004,1939140,1565790,1228350,641250,325470
Paraguay,PRY,2005,2141940,1630380,1173920,501700.00000000006,352060
Paraguay,PRY,2006,1989792,1569372,1181292,672084,467460
Paraguay,PRY,2007,2145618,1669212,1171911,515808.00000000006,467451
Paraguay,PRY,2008,2412740,1639550,1152525,584430,260755
Paraguay,PRY,2009,2439740,1733564,1072137,530858,353701
Paraguay,PRY,2010,2695140,1648755,1038933.0000000001,488106,339066
Paraguay,PRY,2011,2939946,1571871,978724,481814,317645
Paraguay,PRY,2012,3279958,1600742,866404,423632,209264
Paraguay,PRY,2013,3482154,1671201,881861,318971,115813
Paraguay,PRY,2014,3614290,1673525,772900,331430,157855
Paraguay,PRY,2015,3679888,1634104,866520,333992,125496
Paraguay,PRY,2016,3593820,1781431,880284,361401,113064
Paraguay,PRY,2017,3710769,1835976,884619,294873,83763
Peru,PER,1985,8954001,5987999,3212000,1328000,518000
Peru,PER,1994,3750855,6004205,6228594,4220894,3415452
Peru,PER,1997,5897125,5623995,5174572,3682289,4452019
Peru,PER,1998,6128640,5670000,5440680,3742200,4218480
Peru,PER,1999,5983595,5901805,5298588,3869784,4506228
Peru,PER,2000,5684654,6614822,5700200,3694766,4215557
Peru,PER,2001,5664282,6150092,5824469,4109689.9999999995,4511468
Peru,PER,2002,6522319,6668621,5575359,3841040,3992660
Peru,PER,2003,6848148,6681120,5967210,4278072,3165450
Peru,PER,2004,6648426,7071112,5797602,4082319,3670542
Peru,PER,2005,6292320,6932870,5911302,4238135,4235374
Peru,PER,2006,7716994,7255820,5489380,3759275,3728530
Peru,PER,2007,9134841,7525140,5134635,3380655,3114729
Peru,PER,2008,10253119,7672657,5166656,2981424,2566144
Peru,PER,2009,10802500,7948900,5280900,2940600,2027100
Peru,PER,2010,11897786,8320520.999999999,4813744,2734347,1603602
Peru,PER,2011,12859297,8181024.000000001,4770528,2404608,1544544
Peru,PER,2012,13973127,8131137.000000001,4367168,2262000,1426568
Peru,PER,2013,14374014,8250843,4475448,2152128,1317567
Peru,PER,2014,14769593,8417646,4506135,2136930,1139696
Peru,PER,2015,14892947,8893093,4355544,2124426,1113990
Peru,PER,2016,15630840,8428581,4524048,2084112.0000000002,1102419
Peru,PER,2017,15698959,8795279,4532753,2058879.9999999998,1084129
Philippines,PHL,1985,2754025,6643333,13623457,16051559.000000002,15247624
Philippines,PHL,1988,3372106,8409664,14488869,17831551,14747810
Philippines,PHL,1991,4648932,9158142,15604408,17217560,16880959
Philippines,PHL,1994,5179415,10386127,17305664,18322441,17046352
Philippines,PHL,1997,8489574,14042130,18922541,18710667,12895090
Philippines,PHL,2000,8025171,14412552,21922989,22336336,11292952
Philippines,PHL,2003,9183114,16415035,24194942,22343372,10893536
Philippines,PHL,2006,10502078,17281006,23454052,23664795,12908070
Philippines,PHL,2009,11794936,19264759,26817577,24502853,9839874
Philippines,PHL,2012,12050626,19964912,27414207,25796480,11643774
Philippines,PHL,2015,13579619,23812653,31116150,25267246,7944332
Poland,POL,1985,24001440,11591519,1395000,141360,70680
Poland,POL,1987,24986511,11116417,1382489,128078,56505
Poland,POL,1989,32846786,4676672,353028,49348,34164
Poland,POL,1993,11261088,17430073,8465046,1246104,57690
Poland,POL,1996,3939241,12176886,14524982,6940014,1038878
Poland,POL,1998,21800373,13206257,3313162,332476,7732
Poland,POL,1999,21189547,13345431,3738422,363404,23196
Poland,POL,2000,21043001,12916574,3814522,436164,49738
Poland,POL,2001,20742975,13012650,3935925,527850,30600
Poland,POL,2002,20284838,13124359,4193831.0000000005,600211,26761
Poland,POL,2003,22644960,11448540,3697760,389640,19100
Poland,POL,2004,23385250,10946206,3333114,477250,38180
Poland,POL,2005,21001135,12645720,3923876,545831,53438
Poland,POL,2006,22918325,11766190,3127480,316562,11442
Poland,POL,2007,24553093,10902320,2447304,205848,11436
Poland,POL,2008,26317326,9738401,1914126,156333,3813
Poland,POL,2009,26743151,9587095,1682415,129709.99999999999,7630
Poland,POL,2010,27008400,9224700,1662348,144552,0
Poland,POL,2011,26866554,9332312,1708894,144628,7612
Poland,POL,2012,26992151,9279028,1663222,117986,7612
Poland,POL,2013,27160561,9144816,1609092,121728,3804
Poland,POL,2014,27629469,8784111,1463385,129233.99999999999,3801
Poland,POL,2015,28199978,8414785,1287861,87377,0
Poland,POL,2016,29810247,7377571,751806,30376,0
Portugal,PRT,2003,9074050,1048092,182004,51254,104600
Portugal,PRT,2004,9198296,995600,185496,50304,50304
Portugal,PRT,2005,9322950,888300,183750,54600,50400
